GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ
912,Swift Current,16.7,1055.0,63.7,725.0,395.0,90.0,255.0,45.0,8905.0,945.0,7596.0,49513.0,1140.0,610.0,1865.0,60.0,25.0,66.6,875.0,12.09,6330.0,180.0,34846.0,6200.0,39131.0,865.0,8325.0,69.9,1325.6,15091.0,16022.0,4475.0,9.8,2850.0,8125.0,12865.0,8190.0,12865.0,335.0,4.7,40.0,220.0,1450.0,0912,2016S05100912,47,Saskatchewan,Swift Current,,5.0,4.1,00000
913,Cape Breton - Sydney,13.9,3350.0,62.8,1295.0,750.0,185.0,205.0,110.0,13270.0,1735.0,9844.0,36704.0,2490.0,740.0,3665.0,140.0,130.0,47.0,1800.0,29.43,6765.0,635.0,26702.0,9278.0,29063.0,1740.0,19395.0,55.2,1016.0,30175.0,29904.0,9560.0,21.2,3880.0,11255.0,24850.0,15180.0,24850.0,995.0,15.0,250.0,515.0,3645.0,0913,2016S05100913,12,Nova Scotia,Cape Breton - Sydney,,4.1,4.8,00000
914,Sydney Mines,13.8,1385.0,62.4,490.0,595.0,135.0,140.0,55.0,5305.0,915.0,11339.0,33908.0,615.0,375.0,1685.0,0.0,10.0,41.0,770.0,18.09,2050.0,70.0,25466.0,10714.0,27270.0,1215.0,8830.0,50.7,708.7,12964.0,12823.0,3555.0,23.3,1830.0,4310.0,10860.0,6600.0,10865.0,540.0,19.2,70.0,175.0,780.0,0914,2016S05100914,12,Nova Scotia,Sydney Mines,,4.0,7.0,00000
915,Sylvan Lake,22.7,2555.0,69.1,465.0,1470.0,340.0,535.0,10.0,8330.0,1430.0,6843.0,58820.0,770.0,1115.0,2180.0,20.0,15.0,64.7,790.0,9.58,2005.0,170.0,39718.0,4088.0,45135.0,960.0,6050.0,74.9,1559.3,12436.0,14942.0,4820.0,9.1,2590.0,6900.0,11375.0,8370.0,11375.0,315.0,13.7,50.0,190.0,1020.0,0915,2016S05100915,48,Alberta,Sylvan Lake,,4.5,7.4,00001
916,Taber,22.2,520.0,62.8,195.0,450.0,185.0,90.0,20.0,4375.0,420.0,8567.0,45162.0,370.0,325.0,825.0,30.0,0.0,63.3,325.0,15.81,2655.0,40.0,33051.0,6714.0,36112.0,1085.0,3725.0,68.4,540.8,8199.0,8548.0,1740.0,11.5,1405.0,3895.0,6465.0,4230.0,6465.0,100.0,7.6,15.0,35.0,460.0,0916,2016S05100916,48,Alberta,Taber,,4.1,6.4,00000
919,Tavistock,15.7,490.0,62.6,110.0,340.0,70.0,80.0,0.0,1640.0,160.0,7797.0,45625.0,170.0,125.0,430.0,10.0,0.0,70.8,155.0,2.71,505.0,25.0,34992.0,6328.0,39248.0,165.0,1515.0,74.1,1090.2,2784.0,2955.0,825.0,6.4,465.0,1485.0,2240.0,1455.0,2240.0,35.0,4.5,15.0,30.0,210.0,0919,2016S05100919,35,Ontario,Tavistock,,6.0,2.7,00000
920,Témiscaming,17.3,70.0,63.1,25.0,10.0,10.0,30.0,0.0,610.0,140.0,11133.0,41394.0,70.0,25.0,165.0,0.0,0.0,52.1,70.0,1.3,435.0,15.0,30656.0,9744.0,34304.0,160.0,755.0,56.7,1048.6,1299.0,1361.0,400.0,15.4,145.0,545.0,1090.0,700.0,1085.0,110.0,8.1,0.0,10.0,85.0,0920,2016S05100920,24,Quebec,Témiscaming,,4.5,6.5,00000
922,Terrace,18.6,1025.0,67.0,520.0,160.0,255.0,305.0,25.0,7350.0,885.0,8621.0,46057.0,985.0,550.0,1740.0,45.0,15.0,61.8,700.0,19.47,4755.0,275.0,32890.0,6688.0,36617.0,1120.0,7210.0,69.0,701.6,13395.0,13663.0,4235.0,13.7,1930.0,6495.0,10870.0,7280.0,10870.0,330.0,10.4,90.0,190.0,1415.0,0922,2016S05100922,59,British Columbia,Terrace,,4.1,3.8,00000
925,Thamesford,19.8,510.0,63.9,85.0,270.0,45.0,55.0,5.0,1245.0,170.0,7428.0,49661.0,180.0,130.0,410.0,10.0,10.0,67.5,155.0,2.76,245.0,30.0,38272.0,5936.0,43660.0,115.0,1100.0,69.2,766.4,1953.0,2116.0,840.0,5.0,300.0,1130.0,1800.0,1255.0,1800.0,45.0,2.4,15.0,30.0,230.0,0925,2016S05100925,35,Ontario,Thamesford,,3.2,3.7,00000
927,The Pas,21.8,440.0,64.5,255.0,55.0,0.0,55.0,10.0,2745.0,260.0,8282.0,46953.0,315.0,155.0,625.0,20.0,15.0,65.5,315.0,5.25,1975.0,115.0,35017.0,5610.0,39441.0,385.0,2740.0,69.8,1022.1,5364.0,5368.0,1510.0,15.6,765.0,2530.0,3980.0,2665.0,3980.0,105.0,6.5,35.0,125.0,495.0,0927,2016S05100927,46,Manitoba,The Pas,,10.2,15.0,01111
928,Thessalon,12.4,85.0,56.4,50.0,15.0,15.0,45.0,5.0,430.0,60.0,10414.0,37694.0,45.0,30.0,175.0,0.0,0.0,45.1,100.0,1.93,210.0,0.0,27883.0,11013.0,29909.0,100.0,700.0,49.7,607.7,1140.0,1175.0,290.0,15.6,155.0,375.0,875.0,545.0,875.0,35.0,9.2,0.0,10.0,45.0,0928,2016S05100928,35,Ontario,Thessalon,,9.3,11.1,00010
929,Thetford Mines,12.8,945.0,57.1,645.0,310.0,125.0,290.0,45.0,6965.0,2125.0,9958.0,35163.0,695.0,460.0,1605.0,55.0,10.0,50.9,840.0,14.77,4725.0,130.0,26557.0,9788.0,29127.0,1120.0,10840.0,53.8,1094.9,16440.0,16174.0,4925.0,17.7,1465.0,6405.0,13170.0,7510.0,13165.0,1660.0,5.3,100.0,215.0,990.0,0929,2016S05100929,24,Quebec,Thetford Mines,,5.6,4.6,00000
930,Thompson,25.1,935.0,69.1,425.0,105.0,50.0,125.0,10.0,7130.0,740.0,6177.0,55463.0,970.0,495.0,1335.0,20.0,10.0,70.2,580.0,7.88,5390.0,205.0,39189.0,2131.0,44866.0,1470.0,6120.0,76.0,1633.3,12074.0,12878.0,3635.0,13.8,1935.0,6610.0,9575.0,7035.0,9570.0,245.0,7.6,75.0,280.0,1280.0,0930,2016S05100930,46,Manitoba,Thompson,,5.2,10.7,00111
932,Thornbury,11.1,305.0,53.9,85.0,120.0,35.0,75.0,15.0,1305.0,70.0,9220.0,47474.0,290.0,65.0,290.0,15.0,10.0,55.0,165.0,3.79,455.0,75.0,29779.0,9744.0,33280.0,55.0,1620.0,58.6,655.1,2363.0,2485.0,815.0,12.7,285.0,990.0,2245.0,1150.0,2250.0,0.0,6.5,30.0,30.0,415.0,0932,2016S05100932,35,Ontario,Thornbury,,5.9,7.6,00001
934,Three Hills,18.5,195.0,57.0,100.0,70.0,20.0,75.0,5.0,1435.0,185.0,8934.0,38676.0,200.0,120.0,440.0,0.0,10.0,57.1,160.0,3.13,820.0,25.0,29387.0,8533.0,31424.0,125.0,1510.0,62.0,981.9,3018.0,3078.0,915.0,11.4,370.0,1175.0,2340.0,1410.0,2340.0,65.0,7.9,10.0,55.0,245.0,0934,2016S05100934,48,Alberta,Three Hills,,6.2,5.2,00000
935,Thunder Bay,14.1,16305.0,65.1,4525.0,2405.0,490.0,1050.0,380.0,45850.0,3685.0,8856.0,42434.0,8130.0,2080.0,14095.0,270.0,390.0,54.9,5670.0,71.4,21225.0,1900.0,31315.0,7741.0,34455.0,6195.0,57520.0,59.7,1315.8,95251.0,93952.0,30080.0,16.4,12650.0,41470.0,78220.0,48925.0,78220.0,1605.0,7.9,715.0,890.0,11410.0,0935,2016S05100935,35,Ontario,Thunder Bay,,4.4,4.8,00000
936,Thurso,19.0,310.0,63.2,105.0,195.0,125.0,120.0,10.0,1160.0,415.0,10828.0,36942.0,85.0,85.0,210.0,0.0,0.0,55.7,125.0,2.69,325.0,0.0,28715.0,9132.0,31723.0,280.0,1530.0,60.1,942.7,2198.0,2533.0,730.0,17.4,275.0,1075.0,2020.0,1285.0,2020.0,330.0,7.0,0.0,20.0,80.0,0936,2016S05100936,24,Quebec,Thurso,,2.1,0.7,00000
938,Tilbury,19.1,465.0,62.5,175.0,510.0,170.0,45.0,10.0,2305.0,210.0,8753.0,36191.0,145.0,105.0,795.0,0.0,0.0,59.7,270.0,4.14,935.0,20.0,28581.0,7568.0,31120.0,450.0,2795.0,62.9,1150.4,4675.0,4768.0,1205.0,14.2,775.0,2130.0,3745.0,2430.0,3745.0,105.0,5.1,20.0,25.0,180.0,0938,2016S05100938,35,Ontario,Tilbury,,5.7,5.8,00000
939,Tillsonburg,14.7,1440.0,57.3,430.0,905.0,490.0,310.0,50.0,7055.0,445.0,9795.0,40041.0,655.0,215.0,2140.0,10.0,0.0,52.0,720.0,15.18,3265.0,185.0,29419.0,10360.0,32137.0,1205.0,9685.0,55.5,1027.3,14933.0,15594.0,3620.0,14.4,2470.0,6410.0,12995.0,7300.0,12995.0,230.0,6.2,70.0,105.0,925.0,0939,2016S05100939,35,Ontario,Tillsonburg,,3.9,5.3,00000
943,Tisdale,16.6,195.0,54.5,115.0,130.0,15.0,40.0,15.0,1465.0,165.0,9962.0,41826.0,180.0,105.0,330.0,10.0,0.0,57.3,170.0,2.8,960.0,35.0,30848.0,10368.0,33451.0,145.0,1775.0,59.5,1118.8,3074.0,3136.0,785.0,15.3,380.0,1345.0,2480.0,1315.0,2480.0,55.0,3.4,30.0,45.0,250.0,0943,2016S05100943,47,Saskatchewan,Tisdale,,4.2,5.3,00000
944,Toronto,16.3,732785.0,69.1,160610.0,668925.0,335205.0,427450.0,70895.0,2.868435e6,129450.0,6363.0,50118.0,821300.0,57540.0,589090.0,34910.0,36215.0,60.6,239960.0,1792.99,341440.0,293070.0,28692.0,2123.0,31014.0,292270.0,3.068395e6,65.9,3028.2,5.144412e6,5.429524e6,2.080685e6,16.3,647655.0,2.50581e6,4.48573e6,3.020615e6,4.485725e6,71910.0,7.9,81920.0,94740.0,1.26741e6,0944,2016S05100944,35,Ontario,Toronto,,3.1,4.3,00000
945,Tottenham,18.7,615.0,70.7,130.0,575.0,485.0,600.0,10.0,3075.0,290.0,6836.0,44259.0,315.0,180.0,925.0,0.0,10.0,69.9,215.0,3.04,535.0,60.0,34643.0,3355.0,39061.0,380.0,2700.0,74.9,1691.9,4720.0,5143.0,1690.0,7.9,950.0,2805.0,4185.0,3020.0,4185.0,115.0,6.7,35.0,50.0,430.0,0945,2016S05100945,35,Ontario,Tottenham,,2.1,4.3,00000
946,Tracadie-Sheila,12.7,195.0,61.0,150.0,125.0,35.0,35.0,25.0,1315.0,220.0,10580.0,35164.0,200.0,110.0,305.0,10.0,0.0,43.6,200.0,6.03,680.0,35.0,23866.0,10446.0,25744.0,395.0,2015.0,52.5,527.7,3135.0,3184.0,885.0,26.9,320.0,1065.0,2590.0,1600.0,2590.0,110.0,17.3,35.0,70.0,285.0,0946,2016S05100946,13,New Brunswick,Tracadie-Sheila,,6.2,6.1,00000
952,Trois-Pistoles,10.8,110.0,53.7,105.0,135.0,95.0,20.0,20.0,1180.0,355.0,11271.0,33400.0,120.0,75.0,235.0,0.0,10.0,44.3,105.0,3.58,635.0,30.0,23929.0,11344.0,25296.0,265.0,2075.0,49.2,853.1,3253.0,3058.0,795.0,23.1,255.0,995.0,2440.0,1315.0,2440.0,275.0,9.6,25.0,25.0,180.0,0952,2016S05100952,24,Quebec,Trois-Pistoles,,6.1,2.1,00000
953,Trois-Rivières,13.1,16800.0,62.9,4730.0,5020.0,1110.0,1910.0,645.0,52595.0,12545.0,8982.0,38109.0,8795.0,3335.0,12450.0,530.0,510.0,53.2,5770.0,72.23,22475.0,2420.0,26869.0,8428.0,29529.0,6945.0,74355.0,57.7,1581.2,112626.0,114203.0,40320.0,19.7,10395.0,47305.0,93950.0,57655.0,93955.0,9215.0,7.9,860.0,2205.0,13115.0,0953,2016S05100953,24,Quebec,Trois-Rivières,,4.8,4.3,00000
955,Truro,14.6,2440.0,62.9,815.0,600.0,320.0,590.0,75.0,10775.0,1075.0,8606.0,38622.0,1890.0,440.0,2790.0,85.0,60.0,52.7,1100.0,29.89,5350.0,665.0,26311.0,7876.0,28813.0,1365.0,14055.0,58.5,768.0,22470.0,22954.0,6970.0,21.5,3085.0,9295.0,18830.0,11415.0,18835.0,635.0,10.0,135.0,270.0,2840.0,0955,2016S05100955,12,Nova Scotia,Truro,,4.0,5.2,00000
957,Tweed,12.4,65.0,56.5,35.0,195.0,15.0,35.0,10.0,555.0,50.0,11869.0,31670.0,65.0,20.0,210.0,0.0,0.0,40.7,40.0,2.6,170.0,0.0,23829.0,10880.0,25088.0,145.0,1090.0,42.6,654.3,1614.0,1701.0,335.0,24.6,275.0,485.0,1320.0,750.0,1320.0,30.0,5.4,0.0,10.0,70.0,0957,2016S05100957,35,Ontario,Tweed,,6.9,9.7,00001
959,Ucluelet,16.8,125.0,70.2,35.0,180.0,40.0,25.0,5.0,1015.0,145.0,6682.0,39343.0,155.0,80.0,225.0,0.0,10.0,73.1,100.0,2.67,480.0,25.0,29427.0,4613.0,33229.0,85.0,920.0,78.1,590.5,1525.0,1576.0,625.0,14.3,290.0,845.0,1300.0,995.0,1300.0,65.0,5.9,25.0,50.0,205.0,0959,2016S05100959,59,British Columbia,Ucluelet,,8.2,10.5,00111
960,Unity,21.8,105.0,58.2,75.0,85.0,30.0,45.0,5.0,1195.0,160.0,8721.0,52201.0,110.0,95.0,270.0,15.0,0.0,60.5,105.0,2.41,810.0,10.0,36704.0,8187.0,40512.0,145.0,1190.0,63.1,1026.5,2306.0,2475.0,640.0,8.7,400.0,1070.0,1905.0,1185.0,1905.0,65.0,4.1,10.0,60.0,145.0,0960,2016S05100960,47,Saskatchewan,Unity,,4.4,7.6,00000
963,Uxbridge,16.7,950.0,64.7,350.0,1250.0,880.0,1075.0,25.0,6590.0,435.0,7131.0,53962.0,1365.0,235.0,1770.0,40.0,25.0,64.8,550.0,15.45,1525.0,230.0,35608.0,4638.0,39992.0,410.0,6415.0,68.9,765.9,11709.0,11832.0,4140.0,7.1,1480.0,5675.0,9710.0,6020.0,9710.0,200.0,6.0,125.0,150.0,1790.0,0963,2016S05100963,35,Ontario,Uxbridge,,3.4,3.8,00000
965,Val-d'Or,16.1,1915.0,66.5,870.0,655.0,465.0,700.0,70.0,13405.0,3450.0,9454.0,46013.0,1690.0,795.0,2320.0,60.0,30.0,61.1,1095.0,23.8,8605.0,310.0,31005.0,7947.0,35031.0,2745.0,14815.0,65.3,1073.1,25023.0,25541.0,8585.0,13.8,2495.0,12340.0,20915.0,13830.0,20910.0,2660.0,6.3,190.0,515.0,2290.0,0965,2016S05100965,24,Quebec,Val-d'Or,,4.5,4.9,00000
968,Valcourt,16.1,120.0,61.5,35.0,105.0,50.0,15.0,5.0,875.0,235.0,9042.0,42626.0,95.0,35.0,195.0,10.0,0.0,57.0,60.0,2.64,525.0,15.0,31979.0,8309.0,36078.0,110.0,1030.0,59.1,683.9,2003.0,1806.0,575.0,10.5,290.0,815.0,1490.0,980.0,1490.0,200.0,3.4,10.0,25.0,120.0,0968,2016S05100968,24,Quebec,Valcourt,,2.8,5.1,00000
969,Vallée-Jonction,15.0,180.0,64.4,40.0,45.0,80.0,50.0,5.0,725.0,220.0,8324.0,38797.0,35.0,50.0,120.0,0.0,0.0,70.7,35.0,1.06,310.0,10.0,31091.0,7525.0,35456.0,105.0,785.0,73.7,1195.4,1254.0,1268.0,415.0,11.3,165.0,665.0,990.0,685.0,990.0,165.0,4.1,10.0,20.0,60.0,0969,2016S05100969,24,Quebec,Vallée-Jonction,,3.4,3.8,00000
970,Valley East,19.1,3310.0,66.9,925.0,2415.0,590.0,320.0,20.0,9075.0,915.0,7817.0,50164.0,1005.0,505.0,3695.0,20.0,10.0,62.6,1160.0,25.67,1680.0,150.0,37867.0,5258.0,42445.0,850.0,9090.0,67.4,679.8,17343.0,17451.0,6000.0,6.1,2505.0,8320.0,13755.0,9360.0,13755.0,410.0,7.1,95.0,105.0,1285.0,0970,2016S05100970,35,Ontario,Valley East,,3.1,4.4,00000
971,Salaberry-de-Valleyfield,13.5,4905.0,62.5,1545.0,2080.0,1055.0,880.0,200.0,17925.0,5245.0,9582.0,35783.0,1485.0,1385.0,3530.0,35.0,20.0,53.2,1755.0,32.6,7410.0,295.0,27159.0,8948.0,29785.0,4095.0,25180.0,58.0,1197.9,38323.0,39048.0,11300.0,18.2,4655.0,16325.0,32045.0,20055.0,32045.0,3855.0,8.2,180.0,525.0,2005.0,0971,2016S05100971,24,Quebec,Salaberry-de-Valleyfield,,5.0,4.3,00000
972,Valleyview,16.5,100.0,66.9,45.0,25.0,10.0,45.0,5.0,840.0,100.0,7516.0,52636.0,95.0,75.0,220.0,0.0,10.0,64.8,85.0,1.56,540.0,10.0,34739.0,4432.0,37611.0,195.0,655.0,73.0,909.5,1409.0,1421.0,445.0,14.1,145.0,720.0,1165.0,780.0,1165.0,25.0,10.6,0.0,15.0,110.0,0972,2016S05100972,48,Alberta,Valleyview,,6.9,6.5,00001
973,Vancouver,14.7,353215.0,70.2,77995.0,286050.0,129420.0,119175.0,36400.0,1.23125e6,85045.0,6023.0,45981.0,322305.0,45485.0,245380.0,13280.0,16760.0,62.2,115615.0,876.44,189095.0,104165.0,29011.0,2178.0,32086.0,105180.0,1.26356e6,66.0,2584.1,2.124443e6,2.264823e6,874370.0,16.9,312250.0,1.076965e6,1.90004e6,1.2918e6,1.90004e6,39550.0,5.9,33130.0,54305.0,489645.0,0973,2016S05100973,59,British Columbia,Vancouver,,4.4,5.7,00001
974,Vanderhoof,20.5,190.0,65.6,50.0,55.0,25.0,35.0,0.0,1140.0,95.0,8019.0,45603.0,130.0,65.0,210.0,10.0,0.0,67.4,90.0,2.92,745.0,35.0,33593.0,6144.0,36960.0,140.0,950.0,73.0,677.6,1980.0,1979.0,505.0,13.8,375.0,1050.0,1590.0,1025.0,1590.0,30.0,7.3,15.0,30.0,185.0,0974,2016S05100974,59,British Columbia,Vanderhoof,,6.6,10.1,00111
975,Vankleek Hill,12.6,220.0,59.8,95.0,50.0,50.0,85.0,5.0,805.0,115.0,8660.0,38308.0,95.0,65.0,225.0,15.0,10.0,53.3,80.0,2.23,300.0,15.0,28710.0,8936.0,31488.0,90.0,1080.0,56.1,780.5,1789.0,1742.0,505.0,16.2,230.0,705.0,1445.0,825.0,1440.0,55.0,5.6,10.0,25.0,135.0,0975,2016S05100975,35,Ontario,Vankleek Hill,,4.8,7.5,00000
976,Varennes,17.8,4090.0,69.2,870.0,2335.0,1100.0,860.0,25.0,11955.0,2225.0,7554.0,52054.0,2080.0,595.0,2890.0,40.0,45.0,70.5,1090.0,10.18,2675.0,450.0,37279.0,5217.0,43622.0,780.0,10575.0,73.3,2021.8,20300.0,20575.0,8520.0,5.0,2090.0,11060.0,16510.0,11385.0,16510.0,1625.0,3.8,235.0,550.0,2850.0,0976,2016S05100976,24,Quebec,Varennes,,2.9,3.4,00000
980,Vegreville,16.7,280.0,61.9,230.0,105.0,75.0,185.0,20.0,2715.0,380.0,9788.0,49271.0,325.0,320.0,725.0,10.0,20.0,58.6,265.0,4.68,1785.0,40.0,32912.0,8630.0,36204.0,395.0,2745.0,64.0,1161.7,5440.0,5436.0,1570.0,11.3,785.0,2430.0,4325.0,2750.0,4325.0,60.0,8.7,25.0,50.0,415.0,0980,2016S05100980,48,Alberta,Vegreville,,5.1,6.3,00000
981,Verchères,20.8,615.0,63.4,140.0,630.0,165.0,225.0,5.0,2295.0,595.0,8869.0,45806.0,325.0,195.0,430.0,15.0,15.0,64.6,205.0,3.0,435.0,60.0,33892.0,7436.0,39305.0,275.0,2420.0,67.8,1474.8,4256.0,4429.0,1620.0,8.9,475.0,2075.0,3430.0,2370.0,3435.0,400.0,4.7,55.0,125.0,465.0,0981,2016S05100981,24,Quebec,Verchères,,3.2,5.3,00000
982,Vermilion,18.0,165.0,63.5,170.0,150.0,105.0,80.0,10.0,2050.0,235.0,8690.0,49906.0,220.0,205.0,485.0,10.0,0.0,65.4,185.0,3.58,1290.0,55.0,36324.0,6416.0,40818.0,190.0,1640.0,71.6,1009.5,3531.0,3617.0,1075.0,10.7,585.0,1785.0,2890.0,1855.0,2890.0,40.0,8.7,0.0,65.0,290.0,0982,2016S05100982,48,Alberta,Vermilion,,5.1,5.1,00000
983,Vernon,14.8,5885.0,60.6,2075.0,1830.0,820.0,645.0,250.0,22850.0,2880.0,9030.0,42274.0,2940.0,1775.0,6140.0,165.0,75.0,54.1,2990.0,50.08,10550.0,870.0,29140.0,8642.0,32046.0,2515.0,28440.0,58.6,959.9,46125.0,48073.0,14215.0,15.0,7160.0,19730.0,39575.0,23890.0,39575.0,1105.0,7.7,315.0,830.0,4365.0,0983,2016S05100983,59,British Columbia,Vernon,,4.8,6.4,00000
984,Victoria,12.9,66675.0,65.7,14315.0,28425.0,8300.0,5205.0,2060.0,178340.0,14820.0,7382.0,48193.0,39430.0,8820.0,39730.0,1705.0,2880.0,60.5,20260.0,215.88,47645.0,14380.0,33282.0,5303.0,37458.0,12480.0,192855.0,64.1,1555.0,314596.0,335696.0,122170.0,13.2,43510.0,156245.0,282635.0,178165.0,282640.0,6000.0,5.6,3865.0,5350.0,62270.0,0984,2016S05100984,59,British Columbia,Victoria,,5.1,4.8,00000
987,Victoriaville,15.8,4880.0,60.6,1745.0,1175.0,660.0,555.0,190.0,21495.0,5265.0,9216.0,37025.0,2670.0,1230.0,4470.0,140.0,35.0,58.2,2010.0,35.13,12285.0,510.0,27606.0,8603.0,30528.0,3760.0,28000.0,61.7,1273.4,41925.0,44735.0,14095.0,15.7,4200.0,19560.0,35490.0,22050.0,35490.0,4030.0,5.8,285.0,715.0,3645.0,0987,2016S05100987,24,Quebec,Victoriaville,,5.1,3.8,00000
988,Viking,14.4,60.0,53.8,50.0,20.0,15.0,10.0,0.0,455.0,45.0,9913.0,42462.0,40.0,40.0,80.0,10.0,0.0,54.2,45.0,1.05,290.0,15.0,32800.0,10272.0,35285.0,110.0,490.0,58.7,992.4,1021.0,1039.0,225.0,14.8,140.0,395.0,775.0,465.0,775.0,10.0,7.7,0.0,30.0,65.0,0988,2016S05100988,48,Alberta,Viking,,11.3,5.6,01000
989,Ville-Marie,13.9,180.0,59.8,65.0,45.0,25.0,45.0,5.0,965.0,355.0,9761.0,36410.0,135.0,100.0,140.0,10.0,0.0,51.1,100.0,1.84,560.0,15.0,28069.0,10160.0,30797.0,175.0,1390.0,55.1,1150.0,2161.0,2113.0,695.0,16.3,210.0,855.0,1755.0,1080.0,1755.0,255.0,7.3,0.0,40.0,160.0,0989,2016S05100989,24,Quebec,Ville-Marie,,6.2,8.8,00000
991,Virden,16.9,120.0,58.9,115.0,95.0,65.0,35.0,10.0,1685.0,135.0,8160.0,47703.0,225.0,95.0,385.0,0.0,0.0,62.6,140.0,2.33,1160.0,30.0,32845.0,7387.0,37478.0,185.0,1700.0,68.9,1322.0,2863.0,3082.0,835.0,11.3,440.0,1470.0,2465.0,1460.0,2460.0,40.0,9.1,15.0,50.0,270.0,0991,2016S05100991,46,Manitoba,Virden,,4.9,4.3,00000
993,Vulcan,12.5,70.0,55.7,35.0,70.0,20.0,80.0,5.0,735.0,95.0,10150.0,46172.0,90.0,60.0,230.0,0.0,0.0,53.3,85.0,1.7,395.0,0.0,32651.0,10965.0,35776.0,145.0,900.0,57.1,985.4,1624.0,1680.0,455.0,9.6,150.0,635.0,1295.0,745.0,1295.0,35.0,6.8,0.0,25.0,100.0,0993,2016S05100993,48,Alberta,Vulcan,,6.0,8.1,00001
994,Wabana,15.8,25.0,62.4,25.0,20.0,0.0,120.0,10.0,380.0,75.0,12169.0,26535.0,25.0,15.0,145.0,0.0,0.0,27.9,65.0,2.36,115.0,0.0,19018.0,11731.0,19144.0,195.0,955.0,36.3,561.5,1417.0,1325.0,270.0,46.2,170.0,280.0,1075.0,630.0,1070.0,60.0,23.1,0.0,0.0,40.0,0994,2016S05100994,10,Newfoundland and Labrador,Wabana,,5.1,12.9,00011
995,Wadena,14.2,55.0,52.2,30.0,25.0,20.0,20.0,5.0,545.0,70.0,11335.0,44757.0,75.0,30.0,125.0,0.0,0.0,54.9,50.0,1.41,305.0,10.0,29952.0,11184.0,31328.0,40.0,670.0,59.8,805.1,1155.0,1134.0,305.0,18.1,115.0,430.0,920.0,460.0,920.0,45.0,7.3,0.0,30.0,80.0,0995,2016S05100995,47,Saskatchewan,Wadena,,6.6,9.6,00000
996,Wainwright,18.1,360.0,66.7,225.0,145.0,105.0,130.0,5.0,3500.0,445.0,7593.0,52014.0,480.0,330.0,795.0,10.0,0.0,69.1,340.0,5.13,2450.0,45.0,38250.0,5187.0,42795.0,430.0,2620.0,74.0,1200.3,5803.0,6153.0,1850.0,7.3,1035.0,3190.0,4765.0,3310.0,4765.0,120.0,6.7,20.0,45.0,560.0,0996,2016S05100996,48,Alberta,Wainwright,,4.4,3.8,00000
998,Walkerton,16.4,440.0,61.5,130.0,220.0,205.0,105.0,5.0,2395.0,320.0,8520.0,45319.0,300.0,190.0,595.0,0.0,0.0,63.5,175.0,3.71,1240.0,25.0,31272.0,7643.0,34470.0,360.0,2545.0,67.1,1216.2,4403.0,4517.0,1315.0,12.4,680.0,2210.0,3615.0,2345.0,3615.0,130.0,4.9,30.0,40.0,355.0,0998,2016S05100998,35,Ontario,Walkerton,,5.8,8.6,00000
999,Wallaceburg,16.7,835.0,62.5,320.0,830.0,305.0,180.0,35.0,4390.0,475.0,9978.0,34189.0,285.0,270.0,1465.0,15.0,10.0,49.2,525.0,8.83,1760.0,50.0,25300.0,9432.0,26936.0,800.0,6390.0,54.6,1143.9,10127.0,10098.0,2400.0,23.9,1965.0,3910.0,8260.0,5170.0,8260.0,215.0,9.9,55.0,50.0,410.0,0999,2016S05100999,35,Ontario,Wallaceburg,,3.7,5.5,00000
1000,Warwick,16.3,505.0,60.6,100.0,95.0,40.0,30.0,10.0,1585.0,450.0,9243.0,35375.0,135.0,85.0,320.0,10.0,0.0,60.0,150.0,3.85,770.0,35.0,28525.0,8840.0,31706.0,295.0,1895.0,64.1,830.8,3305.0,3200.0,1005.0,14.3,325.0,1445.0,2540.0,1620.0,2540.0,360.0,6.5,20.0,40.0,200.0,1000,2016S05101000,24,Quebec,Warwick,,6.1,2.0,00000
