GEO_CODE,GEO_NAME,0 to 14 years,15 to 29 minutes,15 to 64 years,3 Health occupations,30 to 44 minutes,45 to 59 minutes,60 minutes and over,65 years and over,All occupations,Apprenticeship or trades certificate or diploma,Average government transfers in 2015 among recipients ($),Average total income in 2015 among recipients ($),Bachelor's degree,Certificate of Apprenticeship or Certificate of Qualification,"College, CEGEP or other non-university certificate or diploma","Degree in medicine, dentistry, veterinary medicine or optometry",Earned doctorate,Employment rate,Health and related fields,Land area in square kilometres,Less than 15 minutes,Master's degree,Median after-tax income in 2015 among recipients ($),Median government transfers in 2015 among recipients ($),Median total income in 2015 among recipients ($),"No certificate, diploma or degree",Number of government transfers recipients aged 15 years and over in private households - 100% data,Participation rate,Population density per square kilometre,"Population, 2011","Population, 2016","Postsecondary certificate, diploma or degree","Prevalence of low income based on the Low-income measure, after tax (LIM-AT) (%)",Secondary (high) school diploma or equivalency certificate,Total - Commuting duration for the employed labour force aged 15 years and over in private households with a usual place of work or no fixed workplace address - 25% sample data,"Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data","Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data",Total - Major field of study - Classification of Instructional Programs (CIP) 2016 for the population aged 15 years and over in private households - 25% sample data,Trades certificate or diploma other than Certificate of Apprenticeship or Certificate of Qualification,Unemployment rate,University certificate or diploma above bachelor level,University certificate or diploma below bachelor level,"University certificate, diploma or degree at bachelor level or above",GEO_ID_CODE,GEO_UID,PROV_TERR_ID_CODE,PROV_TERR_NAME_NOM,GEO_NAME_NOM,GEO_TYPE,GEO_GNR_SF,GEO_GNR_LF,GEO_DQ
1241,Hastings,12.1,80.0,60.1,20.0,120.0,45.0,60.0,5.0,470.0,50.0,11361.0,36184.0,30.0,15.0,190.0,0.0,10.0,46.1,45.0,1.91,115.0,15.0,26133.0,11808.0,27877.0,100.0,740.0,50.8,582.9,1030.0,1115.0,295.0,18.0,195.0,425.0,960.0,595.0,960.0,30.0,8.2,0.0,0.0,55.0,1241,2016S05101241,35,Ontario,Hastings,,5.8,6.8,00000
1242,Sexsmith,30.0,495.0,64.5,50.0,245.0,15.0,55.0,0.0,1325.0,255.0,6449.0,56612.0,115.0,190.0,285.0,0.0,10.0,69.8,75.0,1.9,330.0,35.0,41114.0,3876.0,46421.0,195.0,905.0,77.6,1294.7,2358.0,2461.0,715.0,7.1,400.0,1140.0,1720.0,1305.0,1720.0,65.0,10.1,0.0,25.0,150.0,1242,2016S05101242,48,Alberta,Sexsmith,,3.7,4.3,00000
1245,St. Jacobs,16.3,290.0,54.0,80.0,65.0,25.0,40.0,5.0,960.0,80.0,8219.0,56487.0,230.0,55.0,165.0,0.0,10.0,63.2,80.0,2.81,400.0,55.0,37222.0,7803.0,41435.0,110.0,1000.0,66.3,708.1,1891.0,1988.0,575.0,3.8,230.0,825.0,1460.0,920.0,1455.0,30.0,4.1,10.0,20.0,310.0,1245,2016S05101245,35,Ontario,St. Jacobs,,7.0,11.0,00011
1248,Cookstown,19.8,165.0,69.1,15.0,125.0,60.0,160.0,0.0,705.0,80.0,7078.0,47576.0,120.0,40.0,195.0,0.0,10.0,68.0,35.0,1.12,120.0,25.0,33504.0,3363.0,37589.0,55.0,620.0,70.0,1086.1,975.0,1214.0,440.0,5.8,200.0,630.0,1015.0,690.0,1015.0,40.0,3.5,15.0,0.0,165.0,1248,2016S05101248,35,Ontario,Cookstown,,4.3,3.5,00000
1249,Coalhurst,25.6,660.0,65.6,95.0,145.0,45.0,60.0,5.0,1470.0,235.0,7416.0,46526.0,160.0,150.0,340.0,10.0,10.0,72.0,130.0,1.79,445.0,35.0,35499.0,5200.0,39552.0,155.0,1135.0,75.1,1465.5,1930.0,2623.0,805.0,8.0,450.0,1350.0,1965.0,1410.0,1965.0,85.0,4.1,15.0,10.0,215.0,1249,2016S05101249,48,Alberta,Coalhurst,,3.4,9.8,00001
1252,Lac-Lapierre,17.2,235.0,70.3,55.0,290.0,200.0,175.0,5.0,1290.0,410.0,8487.0,30800.0,35.0,130.0,150.0,0.0,0.0,57.5,105.0,2.6,250.0,10.0,25643.0,8024.0,27328.0,505.0,1680.0,63.0,955.5,2435.0,2480.0,615.0,16.5,345.0,1150.0,2080.0,1465.0,2080.0,275.0,9.2,0.0,10.0,40.0,1252,2016S05101252,24,Quebec,Lac-Lapierre,,3.0,6.6,00000
1254,St. Adolphe,23.2,265.0,65.1,50.0,245.0,95.0,40.0,5.0,825.0,95.0,7490.0,50327.0,80.0,75.0,200.0,0.0,0.0,73.0,55.0,1.6,80.0,30.0,39077.0,5280.0,45632.0,45.0,645.0,77.2,853.9,1117.0,1362.0,445.0,2.9,300.0,725.0,1080.0,795.0,1080.0,20.0,6.0,15.0,30.0,120.0,1254,2016S05101254,46,Manitoba,St. Adolphe,,2.6,3.3,00000
1255,Carlisle,19.3,305.0,65.8,70.0,210.0,125.0,135.0,5.0,1065.0,60.0,6739.0,89441.0,250.0,50.0,285.0,10.0,0.0,67.9,85.0,2.54,110.0,85.0,45824.0,2692.0,52992.0,30.0,905.0,70.9,736.9,1879.0,1869.0,750.0,4.8,165.0,880.0,1510.0,945.0,1510.0,10.0,4.7,15.0,45.0,360.0,1255,2016S05101255,35,Ontario,Carlisle,,2.8,5.1,00000
1257,Rossland,18.9,620.0,68.5,290.0,95.0,20.0,40.0,10.0,1780.0,220.0,7824.0,55012.0,445.0,160.0,425.0,110.0,20.0,63.8,455.0,2.86,705.0,190.0,36640.0,5242.0,41408.0,90.0,1620.0,69.0,1125.0,3134.0,3219.0,1525.0,9.5,315.0,1475.0,2600.0,1935.0,2600.0,60.0,7.5,40.0,80.0,795.0,1257,2016S05101257,59,British Columbia,Rossland,,4.3,6.2,00000
1258,Stony Plain,19.8,1780.0,64.4,435.0,1765.0,925.0,655.0,35.0,8570.0,1395.0,8230.0,56388.0,940.0,1095.0,2070.0,20.0,0.0,62.1,825.0,15.96,2335.0,125.0,38681.0,6101.0,43669.0,1060.0,7200.0,68.6,1019.8,14249.0,16271.0,4950.0,7.9,2420.0,7450.0,12700.0,8420.0,12700.0,300.0,9.3,50.0,335.0,1140.0,1258,2016S05101258,48,Alberta,Stony Plain,,4.3,6.2,00000
1261,Saint-Sulpice,17.1,290.0,70.7,80.0,225.0,75.0,165.0,5.0,1040.0,365.0,8323.0,42701.0,70.0,100.0,165.0,0.0,0.0,68.5,85.0,0.66,195.0,0.0,33451.0,6640.0,38144.0,165.0,995.0,72.9,2665.8,1867.0,1753.0,645.0,8.0,215.0,950.0,1465.0,1030.0,1460.0,265.0,5.6,10.0,45.0,75.0,1261,2016S05101261,24,Quebec,Saint-Sulpice,,2.1,0.0,00000
1262,Duck Lake,14.0,1270.0,64.2,230.0,635.0,95.0,135.0,20.0,3725.0,400.0,8947.0,41617.0,365.0,265.0,1065.0,0.0,20.0,59.8,395.0,14.2,945.0,110.0,29816.0,7552.0,32792.0,415.0,4165.0,65.2,491.6,6764.0,6982.0,2085.0,12.7,1175.0,3080.0,5780.0,3675.0,5780.0,140.0,8.2,45.0,85.0,535.0,1262,2016S05101262,59,British Columbia,Duck Lake,,4.3,11.0,00011
1264,Osgoode,18.8,325.0,70.0,105.0,620.0,190.0,100.0,5.0,1585.0,115.0,6592.0,53027.0,315.0,85.0,530.0,10.0,0.0,71.5,165.0,2.97,160.0,65.0,41440.0,3440.0,47388.0,50.0,1270.0,76.8,866.7,2505.0,2578.0,1085.0,5.4,335.0,1385.0,2090.0,1465.0,2090.0,25.0,7.2,20.0,40.0,405.0,1264,2016S05101264,35,Ontario,Osgoode,,3.3,4.7,00000
1267,Lake Echo,16.7,470.0,69.4,75.0,425.0,150.0,70.0,10.0,1355.0,205.0,8172.0,41655.0,135.0,105.0,440.0,10.0,0.0,60.6,110.0,4.76,80.0,40.0,32883.0,6428.0,37632.0,240.0,1360.0,66.7,528.0,2682.0,2515.0,855.0,10.3,370.0,1195.0,2050.0,1470.0,2045.0,95.0,9.2,0.0,20.0,190.0,1267,2016S05101267,12,Nova Scotia,Lake Echo,,2.4,3.0,00000
1269,Vineland,13.3,505.0,48.1,135.0,245.0,105.0,75.0,15.0,1600.0,135.0,10276.0,44968.0,275.0,80.0,460.0,0.0,15.0,47.6,200.0,4.81,465.0,40.0,32550.0,11339.0,35328.0,90.0,2400.0,50.1,846.3,3807.0,4074.0,975.0,6.3,450.0,1400.0,3240.0,1510.0,3240.0,55.0,5.2,15.0,40.0,345.0,1269,2016S05101269,35,Ontario,Vineland,,6.3,3.8,00000
1270,Saint-Canut,24.8,1965.0,66.6,445.0,1320.0,645.0,625.0,20.0,6005.0,1985.0,8582.0,40039.0,480.0,510.0,1250.0,10.0,15.0,70.9,560.0,13.22,815.0,75.0,32913.0,6533.0,37519.0,885.0,5735.0,75.7,805.2,9118.0,10643.0,4005.0,9.9,1095.0,5370.0,8080.0,5985.0,8075.0,1475.0,6.5,40.0,150.0,615.0,1270,2016S05101270,24,Quebec,Saint-Canut,,2.0,2.8,00000
1272,Mount Albert,22.9,750.0,67.3,160.0,510.0,450.0,505.0,5.0,2830.0,200.0,5998.0,52584.0,610.0,125.0,830.0,20.0,10.0,72.0,220.0,4.5,240.0,105.0,39241.0,2667.0,44557.0,110.0,2360.0,76.5,1094.7,4044.0,4925.0,1935.0,6.3,670.0,2465.0,3750.0,2715.0,3750.0,80.0,6.1,75.0,80.0,820.0,1272,2016S05101272,35,Ontario,Mount Albert,,1.8,0.0,00000
1277,Saint-Alexandre,17.6,295.0,58.2,65.0,40.0,10.0,20.0,10.0,610.0,180.0,8698.0,38110.0,50.0,40.0,125.0,0.0,0.0,63.2,65.0,1.93,195.0,10.0,30763.0,7547.0,34944.0,85.0,735.0,67.0,677.2,1207.0,1304.0,425.0,9.3,100.0,560.0,920.0,610.0,925.0,140.0,5.6,15.0,50.0,75.0,1277,2016S05101277,24,Quebec,Saint-Alexandre,,7.1,0.7,00000
1279,Bassano,14.2,40.0,60.3,30.0,120.0,10.0,35.0,0.0,610.0,90.0,9958.0,49092.0,40.0,80.0,140.0,0.0,0.0,54.4,50.0,1.25,295.0,10.0,30496.0,9328.0,33472.0,100.0,640.0,63.1,957.9,1200.0,1196.0,305.0,10.4,220.0,500.0,980.0,620.0,975.0,15.0,13.8,0.0,10.0,55.0,1279,2016S05101279,48,Alberta,Bassano,,6.9,11.3,00011
1284,Hauterive,14.4,1465.0,65.2,560.0,165.0,40.0,75.0,20.0,5555.0,1725.0,9103.0,43729.0,555.0,455.0,1395.0,40.0,20.0,56.3,605.0,8.72,3260.0,115.0,31741.0,8361.0,36059.0,950.0,6740.0,61.6,1324.4,11844.0,11549.0,4095.0,11.9,1080.0,5010.0,9250.0,6125.0,9250.0,1270.0,8.6,65.0,185.0,795.0,1284,2016S05101284,24,Quebec,Hauterive,,4.7,6.1,00000
1285,Humber Arm South,12.4,210.0,67.5,65.0,120.0,10.0,20.0,0.0,655.0,85.0,10662.0,36886.0,50.0,25.0,230.0,0.0,0.0,48.6,105.0,2.37,150.0,10.0,28075.0,11648.0,30656.0,175.0,830.0,61.0,492.0,1442.0,1168.0,390.0,15.8,155.0,505.0,1095.0,720.0,1095.0,60.0,20.3,0.0,20.0,55.0,1285,2016S05101285,10,Newfoundland and Labrador,Humber Arm South,,4.2,12.3,00010
1286,Laurier-Station,13.2,250.0,64.6,35.0,140.0,35.0,25.0,5.0,925.0,275.0,9259.0,38369.0,55.0,80.0,130.0,0.0,0.0,58.6,60.0,2.98,410.0,10.0,28011.0,7808.0,31232.0,250.0,1195.0,61.8,636.5,2016.0,1894.0,480.0,10.5,235.0,870.0,1525.0,965.0,1525.0,195.0,4.8,10.0,15.0,65.0,1286,2016S05101286,24,Quebec,Laurier-Station,,3.6,1.3,00000
1287,Kingsey Falls,20.6,180.0,68.7,55.0,75.0,20.0,25.0,5.0,890.0,210.0,6613.0,59318.0,140.0,40.0,230.0,10.0,10.0,72.6,65.0,2.7,505.0,35.0,35942.0,5640.0,41600.0,125.0,670.0,75.5,537.1,1448.0,1452.0,660.0,6.7,95.0,800.0,1185.0,885.0,1185.0,170.0,3.9,10.0,15.0,205.0,1287,2016S05101287,24,Quebec,Kingsey Falls,,2.7,6.2,00000
1295,Brussels,19.0,115.0,62.5,35.0,100.0,70.0,50.0,0.0,545.0,60.0,8939.0,34957.0,35.0,35.0,160.0,0.0,0.0,58.0,65.0,0.85,135.0,0.0,29312.0,7768.0,31680.0,95.0,675.0,60.8,1356.4,952.0,1158.0,275.0,14.2,215.0,475.0,905.0,590.0,905.0,25.0,4.5,10.0,10.0,45.0,1295,2016S05101295,35,Ontario,Brussels,,2.9,13.0,00011
1297,Grand Bend,4.1,185.0,44.9,70.0,115.0,90.0,135.0,15.0,965.0,80.0,11413.0,54438.0,220.0,50.0,385.0,0.0,0.0,36.1,100.0,6.44,310.0,50.0,32149.0,12715.0,35925.0,95.0,2075.0,37.6,416.8,2564.0,2684.0,780.0,9.1,300.0,835.0,2620.0,1175.0,2620.0,30.0,3.6,35.0,10.0,300.0,1297,2016S05101297,35,Ontario,Grand Bend,,4.2,4.6,00000
1299,Wellesley,23.6,695.0,63.9,80.0,460.0,85.0,55.0,0.0,1835.0,140.0,6496.0,53850.0,275.0,90.0,535.0,10.0,0.0,72.6,120.0,1.68,330.0,85.0,40896.0,3852.0,46009.0,180.0,1525.0,74.6,1931.5,2929.0,3246.0,1090.0,5.2,450.0,1630.0,2465.0,1720.0,2465.0,50.0,2.7,15.0,20.0,390.0,1299,2016S05101299,35,Ontario,Wellesley,,1.4,0.8,00000
1300,Sechelt,11.7,895.0,54.1,280.0,385.0,130.0,155.0,50.0,3765.0,510.0,9994.0,40284.0,480.0,260.0,975.0,35.0,15.0,46.6,430.0,11.23,1595.0,120.0,27665.0,10980.0,30244.0,400.0,5885.0,50.3,786.5,8060.0,8832.0,2375.0,16.5,1280.0,3155.0,7620.0,4060.0,7625.0,250.0,7.6,75.0,165.0,720.0,1300,2016S05101300,59,British Columbia,Sechelt,,5.8,8.7,00001
1301,Mildmay,16.4,175.0,66.0,30.0,70.0,60.0,65.0,0.0,725.0,70.0,7592.0,41005.0,45.0,45.0,160.0,0.0,0.0,66.0,35.0,1.59,325.0,0.0,30912.0,6160.0,34544.0,75.0,705.0,68.9,766.9,1178.0,1219.0,290.0,10.7,270.0,685.0,1060.0,630.0,1060.0,25.0,4.8,0.0,10.0,50.0,1301,2016S05101301,35,Ontario,Mildmay,,3.7,3.9,00000
1302,Two Hills,29.2,60.0,50.4,50.0,35.0,20.0,30.0,0.0,405.0,25.0,8739.0,39526.0,30.0,15.0,65.0,0.0,0.0,56.9,45.0,1.1,225.0,0.0,28864.0,7152.0,31392.0,240.0,460.0,59.9,1089.3,1161.0,1198.0,125.0,20.0,55.0,370.0,685.0,420.0,690.0,15.0,4.9,0.0,0.0,35.0,1302,2016S05101302,48,Alberta,Two Hills,,10.6,5.5,01000
1305,Wikwemikong,31.7,50.0,63.1,30.0,15.0,20.0,10.0,0.0,425.0,70.0,8265.0,21668.0,45.0,15.0,205.0,0.0,0.0,37.9,50.0,2.2,250.0,0.0,17472.0,6648.0,17488.0,125.0,780.0,53.8,609.0,1291.0,1342.0,355.0,0.0,125.0,340.0,915.0,605.0,915.0,60.0,28.6,0.0,25.0,55.0,1305,2016S05101305,35,Ontario,Wikwemikong,,8.6,9.5,00101
1306,Russell,20.2,465.0,66.0,155.0,810.0,390.0,135.0,5.0,2440.0,155.0,6826.0,55176.0,515.0,85.0,710.0,10.0,10.0,67.6,245.0,3.82,405.0,150.0,43251.0,4008.0,49920.0,120.0,2100.0,70.7,1169.8,3796.0,4464.0,1690.0,3.6,525.0,2200.0,3500.0,2335.0,3500.0,70.0,4.6,65.0,75.0,750.0,1306,2016S05101306,35,Ontario,Russell,,3.4,2.6,00000
1307,Omemee,16.9,255.0,66.1,65.0,105.0,25.0,60.0,0.0,590.0,55.0,8977.0,37578.0,30.0,35.0,260.0,0.0,0.0,53.2,80.0,2.1,50.0,10.0,28096.0,7504.0,30592.0,85.0,770.0,59.5,605.2,1203.0,1271.0,380.0,17.3,185.0,500.0,1025.0,650.0,1025.0,25.0,10.7,0.0,10.0,45.0,1307,2016S05101307,35,Ontario,Omemee,,4.4,12.9,00011
1308,Millbrook,15.9,300.0,60.5,75.0,130.0,70.0,110.0,5.0,845.0,75.0,8690.0,42874.0,155.0,55.0,260.0,0.0,15.0,60.2,85.0,2.09,130.0,20.0,32235.0,7280.0,36000.0,100.0,875.0,64.4,812.2,1597.0,1695.0,550.0,10.2,235.0,740.0,1320.0,885.0,1320.0,25.0,6.5,0.0,15.0,195.0,1308,2016S05101308,35,Ontario,Millbrook,,7.6,7.0,00000
1309,Whistler,11.0,1665.0,82.5,260.0,380.0,115.0,185.0,10.0,6210.0,475.0,3023.0,55256.0,1485.0,340.0,1245.0,55.0,40.0,82.2,515.0,11.54,2880.0,365.0,29595.0,520.0,33568.0,130.0,4790.0,86.3,755.2,7176.0,8713.0,4070.0,12.1,1330.0,5220.0,7215.0,5525.0,7215.0,130.0,4.9,185.0,225.0,2135.0,1309,2016S05101309,59,British Columbia,Whistler,,13.5,10.5,01211
1311,Athabasca,14.0,55.0,59.2,35.0,40.0,10.0,35.0,0.0,650.0,80.0,10275.0,47119.0,80.0,70.0,135.0,10.0,0.0,56.7,45.0,2.04,400.0,40.0,33504.0,8992.0,36736.0,100.0,575.0,63.5,613.8,1314.0,1250.0,355.0,11.9,225.0,550.0,1040.0,680.0,1040.0,10.0,10.6,10.0,10.0,135.0,1311,2016S05101311,48,Alberta,Athabasca,,8.7,8.1,00001
1312,Stoney Point,18.9,115.0,67.3,85.0,285.0,70.0,10.0,5.0,615.0,75.0,7573.0,41937.0,55.0,45.0,235.0,0.0,0.0,61.6,105.0,2.14,105.0,15.0,33888.0,6027.0,38160.0,55.0,610.0,68.4,507.5,1146.0,1087.0,385.0,7.8,165.0,580.0,950.0,610.0,945.0,30.0,10.0,10.0,0.0,75.0,1312,2016S05101312,35,Ontario,Stoney Point,,2.1,2.8,00000
1314,Cultus Lake,9.5,220.0,62.9,20.0,75.0,60.0,95.0,0.0,565.0,95.0,9628.0,52185.0,30.0,40.0,110.0,0.0,0.0,54.5,50.0,1.8,60.0,30.0,28459.0,9200.0,31744.0,80.0,695.0,58.0,585.7,1071.0,1053.0,300.0,16.7,185.0,505.0,1000.0,565.0,1000.0,55.0,6.9,10.0,15.0,75.0,1314,2016S05101314,59,British Columbia,Cultus Lake,,3.9,0.8,00000
1315,St. George,19.0,665.0,61.8,125.0,355.0,195.0,150.0,0.0,1800.0,160.0,8630.0,51088.0,295.0,120.0,615.0,15.0,10.0,62.4,220.0,2.93,270.0,55.0,37744.0,6976.0,42222.0,195.0,1710.0,65.1,1112.2,3124.0,3255.0,1210.0,4.8,365.0,1635.0,2790.0,1770.0,2795.0,45.0,4.1,25.0,40.0,395.0,1315,2016S05101315,35,Ontario,St. George,,2.7,3.4,00000
1317,Drayton,25.1,335.0,62.6,55.0,255.0,100.0,75.0,10.0,1140.0,120.0,7787.0,44953.0,120.0,85.0,265.0,0.0,0.0,71.6,70.0,2.77,270.0,20.0,34992.0,4992.0,38886.0,160.0,995.0,74.9,761.5,1775.0,2111.0,555.0,7.6,300.0,1030.0,1515.0,1015.0,1515.0,35.0,4.8,15.0,20.0,150.0,1317,2016S05101317,35,Ontario,Drayton,,2.6,5.3,00000
1318,Filion,22.4,530.0,62.9,140.0,260.0,175.0,210.0,5.0,1855.0,390.0,8109.0,48313.0,290.0,95.0,495.0,0.0,0.0,66.5,195.0,1.43,465.0,60.0,37349.0,6950.0,43541.0,85.0,1760.0,70.4,2326.6,2213.0,3334.0,1360.0,5.9,310.0,1640.0,2655.0,1765.0,2660.0,295.0,5.3,50.0,70.0,405.0,1318,2016S05101318,24,Quebec,Filion,,1.7,4.5,00000
1319,Caledon,14.5,170.0,73.0,30.0,250.0,160.0,115.0,0.0,910.0,35.0,6003.0,69443.0,175.0,15.0,235.0,0.0,10.0,67.7,60.0,2.84,115.0,45.0,41056.0,2444.0,47744.0,40.0,760.0,70.8,521.3,1572.0,1482.0,535.0,2.4,280.0,815.0,1300.0,855.0,1300.0,15.0,3.8,15.0,30.0,240.0,1319,2016S05101319,35,Ontario,Caledon,,1.6,1.5,00000
1320,Rankin Inlet,28.7,105.0,68.0,50.0,10.0,25.0,15.0,0.0,1230.0,105.0,4651.0,61696.0,135.0,55.0,290.0,0.0,0.0,64.4,65.0,2.59,910.0,45.0,38656.0,1369.0,41472.0,365.0,1525.0,78.4,943.8,1905.0,2441.0,590.0,0.0,210.0,1060.0,1675.0,1170.0,1675.0,55.0,17.9,0.0,10.0,185.0,1320,2016S05101320,62,Nunavut,Rankin Inlet,,6.6,7.5,00101
1321,Constance Bay,14.5,245.0,71.0,50.0,325.0,280.0,220.0,0.0,1335.0,145.0,7518.0,48821.0,195.0,75.0,450.0,0.0,15.0,63.7,105.0,5.56,80.0,45.0,37291.0,5112.0,42350.0,105.0,1240.0,69.6,416.0,2364.0,2314.0,870.0,8.0,395.0,1155.0,1940.0,1365.0,1945.0,65.0,8.9,0.0,15.0,270.0,1321,2016S05101321,35,Ontario,Constance Bay,,2.3,2.3,00000
1323,Metcalfe,20.2,260.0,65.4,85.0,330.0,105.0,45.0,5.0,1035.0,80.0,6821.0,51978.0,185.0,50.0,260.0,0.0,0.0,68.4,100.0,2.15,160.0,50.0,41637.0,4576.0,47701.0,80.0,900.0,72.2,827.5,1763.0,1776.0,620.0,4.2,315.0,900.0,1440.0,1015.0,1440.0,30.0,5.8,25.0,30.0,255.0,1323,2016S05101323,35,Ontario,Metcalfe,,2.7,5.3,00000
1325,Kent,15.1,395.0,54.9,90.0,210.0,65.0,90.0,15.0,1500.0,250.0,9908.0,36818.0,120.0,140.0,400.0,0.0,0.0,46.5,155.0,3.54,580.0,15.0,27328.0,10192.0,29976.0,270.0,2255.0,51.9,1073.6,3399.0,3802.0,870.0,15.6,630.0,1350.0,3045.0,1775.0,3045.0,110.0,10.4,15.0,70.0,150.0,1325,2016S05101325,59,British Columbia,Kent,,5.9,2.4,00100
1327,Amigo Beach,17.7,330.0,66.8,50.0,135.0,65.0,55.0,5.0,870.0,115.0,7687.0,36421.0,65.0,55.0,290.0,0.0,0.0,65.4,85.0,2.13,180.0,10.0,29248.0,6232.0,31808.0,100.0,895.0,67.7,725.9,1390.0,1545.0,490.0,12.0,270.0,770.0,1280.0,860.0,1285.0,65.0,4.0,0.0,10.0,80.0,1327,2016S05101327,35,Ontario,Amigo Beach,,4.0,3.7,00000
1328,White City,25.1,1035.0,67.3,235.0,780.0,60.0,50.0,0.0,2545.0,250.0,5822.0,79728.0,610.0,205.0,530.0,25.0,0.0,76.3,320.0,6.29,315.0,105.0,56917.0,2912.0,68736.0,90.0,1470.0,80.1,673.2,3555.0,4234.0,1730.0,2.2,535.0,2240.0,3210.0,2350.0,3210.0,45.0,4.9,55.0,145.0,800.0,1328,2016S05101328,47,Saskatchewan,White City,,1.7,3.6,00000
1329,Balgonie,23.4,365.0,68.6,85.0,355.0,20.0,35.0,0.0,990.0,110.0,5849.0,62636.0,140.0,80.0,230.0,0.0,0.0,72.6,105.0,1.32,160.0,35.0,45239.0,2997.0,52736.0,50.0,685.0,73.7,1320.2,1620.0,1745.0,565.0,4.3,315.0,930.0,1350.0,930.0,1350.0,35.0,1.5,0.0,30.0,190.0,1329,2016S05101329,47,Saskatchewan,Balgonie,,2.3,4.4,00000
1330,Everett,19.8,290.0,67.7,60.0,135.0,100.0,185.0,0.0,950.0,125.0,7245.0,46800.0,60.0,70.0,300.0,0.0,0.0,66.4,70.0,1.58,155.0,0.0,35767.0,4096.0,40384.0,120.0,830.0,70.5,1054.7,1645.0,1670.0,505.0,4.8,305.0,860.0,1340.0,940.0,1345.0,50.0,5.3,10.0,10.0,75.0,1330,2016S05101330,35,Ontario,Everett,,3.3,4.3,00000
1331,Wasaga Beach,12.6,1755.0,55.3,440.0,1320.0,730.0,985.0,70.0,7465.0,725.0,10338.0,38253.0,785.0,345.0,2355.0,20.0,15.0,45.6,795.0,24.68,1555.0,180.0,27379.0,11354.0,29485.0,1155.0,11790.0,49.8,721.5,15378.0,17808.0,4365.0,12.7,2685.0,6345.0,15310.0,8200.0,15310.0,385.0,8.5,125.0,155.0,1130.0,1331,2016S05101331,35,Ontario,Wasaga Beach,,4.5,5.0,00000
1332,Rougemont,18.9,150.0,67.2,35.0,195.0,80.0,50.0,0.0,900.0,205.0,8566.0,45289.0,65.0,55.0,150.0,0.0,0.0,71.0,50.0,1.42,345.0,15.0,32038.0,7032.0,36288.0,165.0,850.0,75.5,1046.0,1500.0,1481.0,480.0,7.5,235.0,825.0,1225.0,885.0,1225.0,150.0,5.9,15.0,30.0,100.0,1332,2016S05101332,24,Quebec,Rougemont,,2.9,6.7,00000
1333,Roxton Pond,18.9,500.0,65.1,60.0,170.0,60.0,55.0,5.0,1185.0,360.0,9392.0,38979.0,70.0,90.0,205.0,0.0,10.0,60.7,85.0,3.26,255.0,15.0,29926.0,7992.0,33436.0,180.0,1405.0,65.3,705.2,2265.0,2301.0,690.0,12.0,370.0,1040.0,1845.0,1245.0,1840.0,265.0,7.1,10.0,20.0,105.0,1333,2016S05101333,24,Quebec,Roxton Pond,,2.6,0.6,00000
1334,Lac-Alouette,19.9,780.0,69.6,155.0,525.0,270.0,270.0,10.0,2530.0,735.0,7960.0,38032.0,185.0,210.0,475.0,0.0,10.0,67.0,185.0,5.86,380.0,40.0,29388.0,6324.0,32576.0,590.0,2610.0,72.4,763.8,3970.0,4473.0,1525.0,11.2,540.0,2225.0,3575.0,2655.0,3570.0,525.0,7.5,10.0,70.0,240.0,1334,2016S05101334,24,Quebec,Lac-Alouette,,1.8,3.3,00000
1335,Saint-Liboire,25.9,450.0,66.2,85.0,155.0,45.0,65.0,0.0,1020.0,260.0,7998.0,41357.0,85.0,65.0,200.0,0.0,0.0,75.5,85.0,2.15,185.0,25.0,33301.0,5984.0,38515.0,155.0,915.0,78.5,824.4,1760.0,1775.0,620.0,6.8,195.0,895.0,1305.0,965.0,1305.0,195.0,3.9,20.0,25.0,130.0,1335,2016S05101335,24,Quebec,Saint-Liboire,,2.3,4.8,00000
1337,Carleton,12.8,100.0,59.8,40.0,30.0,10.0,15.0,5.0,445.0,140.0,10590.0,35507.0,105.0,15.0,95.0,0.0,0.0,42.1,60.0,0.95,220.0,0.0,28768.0,11419.0,32480.0,60.0,780.0,50.8,1162.1,1076.0,1101.0,375.0,12.3,80.0,365.0,915.0,520.0,920.0,125.0,17.2,0.0,20.0,115.0,1337,2016S05101337,24,Quebec,Carleton,,2.9,4.5,00000
1338,Betsiamites,25.7,35.0,66.5,25.0,15.0,10.0,10.0,0.0,550.0,230.0,8133.0,21716.0,35.0,35.0,130.0,0.0,0.0,29.3,40.0,1.81,385.0,0.0,16811.0,5104.0,16811.0,535.0,1375.0,38.5,1163.8,2251.0,2105.0,450.0,0.0,105.0,450.0,1570.0,1085.0,1570.0,195.0,24.0,0.0,50.0,45.0,1338,2016S05101338,24,Quebec,Betsiamites,,5.7,6.4,00101
1339,Mistissini,28.9,90.0,64.5,50.0,20.0,10.0,20.0,0.0,1245.0,280.0,9602.0,39451.0,85.0,95.0,225.0,0.0,10.0,53.3,40.0,2.59,920.0,10.0,33840.0,5336.0,33941.0,600.0,1600.0,64.0,1107.6,3040.0,2869.0,640.0,0.0,100.0,1060.0,2030.0,1340.0,2030.0,185.0,16.6,10.0,35.0,105.0,1339,2016S05101339,24,Quebec,Mistissini,,4.2,4.1,00101
